ID,Header,Release_Year,Aggregate_Rating,Num_Figures
2192,Zvezda Soviet Medical Personnel (6152),2013,,4
2193,Zvezda Soviet Militia (6181),2014,,5
2194,Zvezda Soviet Regular Infantry (6179),2012,,5
2195,Plastic Soldier Late War US Infantry (WW2020006),2013,45,51
2196,RedBox Town & County Levy (72041),2012,40,40
2197,Linear-B Roman Legion on the March (007),2007,,48
2208,Strelets Norman Train (128),2013,41,10
2209,Strelets Soviet Partisans in Winter Dress (M084),2013,38,52
2210,Strelets Soviet Partisans in Summer Dress (M085),2013,38,52
2211,Strelets Police Battalion (M086),2013,39,52
2212,Valiant German Paratroops (VM006),2012,45,24
2213,BUM French-Indian War Frontier Post (2012),2012,,7
2214,Zvezda Ashigaru Archers (6414),2012,,5
2215,Zvezda Peasants with Ammo Supply (6415),2013,,4
2216,Zvezda Mounted Samurai Archers (6416),2013,,2
2217,Strelets Japanese Imperial Airborne Troops (M104),2015,42,48
2218,Zvezda French Line Infantry (6802),2014,,6
2219,Strelets WWII Union of South Africa (M103),2015,39,52
2220,Strelets 8th Army Australian Infantry in Attack (M155),2021,43,52
2221,Strelets Caesar Army on the March (M087),2013,38,52
2222,Strelets Caesar Army Before Battle (M088),2013,40,52
2223,Strelets Caesar Army in Battle I (M089),2013,39,48
2224,Strelets French Foreign Legion Heavy Weapons Squad (M152),2021,39,40
2225,Pobeda Izhorsk Plant Tank (72332),,,
2226,Pobeda T-34 Bunker Moscow Front (72333),,,
2227,Pobeda Voroshilovets Tractor (72334),,,
2228,Pobeda T-40 Light Amphibious Tank (72335),,,
2229,Pobeda Dovunque-35 &105 Russian Front (72340),,,
2230,Pobeda OT-133 Flamethrower (72336),,,
2231,Pobeda Berlin Panther Ostwallturm (72510),,,
2232,MM Swiss Vatican Guard (001),2012,46,37
2236,Ultima Ratio Carthaginian Army: Iberian Infantry Part 1 (UR016),2024,38,27
2237,RedBox Byzantine Cataphracts Set 2 (72154),2024,44,12
2240,First To Fight Bofors 37 mm wz. 36 Polish AT Gun (PL1939-025),2015,43,6
2242,Caesar Chinese Qing Dynasty Troopers (H033),2012,,25
2243,Caesar Chinese Ming Dynasty Troopers (H032),2012,,30
2244,Caesar Pharaoh's Chariot with Biblical Peasant (H042),2012,49,12
2245,Caesar Astronauts and Spacecraft (HB21),2012,,5
2246,"Valdemar Travelling People, Juggler and Acrobats (VA149)",2012,50,12
2247,Valdemar Bath (VA143),2012,50,10
2248,Valdemar Herald with Retinue (VA150),2012,50,9
2249,Orion Soviet Tankmen and Crew (Winter Dress) (72042),2012,44,52
2250,Ykreol Berlin 1945 (YK17),2007,,42
2251,Ykreol Roman Siege Troops (YK18),2003,,24
2252,Italeri US Infantry 90s (6168),,,
2253,Italeri Soviet Special Forces 80s (6169),,,
2254,Orion Byzantine Infantry (7th - 9th Century) (72043),2012,39,48
2255,Orion Byzantine Infantry (10th - 13th Century) (72044),2012,41,48
2256,"Metch Arnhem, Landings (172146)",2012,,16
2257,Metch Arnhem Street Fighting (172147),2012,,11
2258,"Metch Arnhem, Dutch Resistance (172149)",2012,,30
2259,Mars French Field Artillery (72044),2012,37,18
2260,Mars Teutonic Foot Knights (72057),2012,35,48
2261,Zvezda Soviet 76mm Infantry Gun (6145),2012,,2
2263,Orion German WWII Panzer Soldiers (Basic Set 1) (72045),2012,49,52
2264,RedBox Continental Mercenaries (72042),2012,40,40
2265,Plastic Soldier Russian ZiS 2/3 Gun (WW2G20002),2012,45,16
2266,Ykreol Roman Republic Infantry (YK19),,,36
2267,RedBox Scottish Troops (72043),2013,34,40
2268,RedBox Irish Troops (72044),2013,40,40
2269,Strelets Caesar Army in Defence (M090),2013,36,52
2270,HaT Napoleonic Spanish Line Infantry (8302),2014,39,48
2271,HaT British Infantry Command (8304),2012,47,24
2272,HaT Napoleonic Spanish Command (8303),2014,48,40
2273,HaT Zulu British Infantry Command (8299),2012,49,40
2274,Strelets Imperial Roman Legion 1 (907),2012,47,168
2280,Valiant German le FH 18 Howitzer and Crew (VM007),2012,41,5
2281,Valiant German Artillery Crew (VM008),2012,,5
2282,Caesar Sportsmen Set II (HB20-2),2012,,28
2283,Caesar Sportsmen Set III (HB20-3),2012,,27
2284,Zvezda German Motorcycle R-12 (6142),2012,,2
2285,Zvezda German 20mm Anti-Aircraft Gun with Crew (6117),2012,,2
2286,Armourfast leFH18 105mm Howitzer (89001),2012,39,8
2287,Zvezda German 105mm Howitzer with Crew (6121),2011,,2
2288,Waterloo 1815 Mussolini (060),2012,,24
2289,RedBox Turkish Sailors 16-17th Century (72078),2015,34,40
2290,RedBox Turkish Sailors in Battle 16-17th Century (72079),2015,33,36
2291,RedBox Turkish Sailors Artillery 16-17th Century (72080),2015,34,20
2292,RedBox English Sailors 16-17th Century (72081),2015,36,36
2293,Valdemar Medieval Builders Set 2 (VA161),2012,49,13
2294,Zvezda German 75mm Infantry Gun (6156),2012,,2
2295,Zvezda British Anti-tank Gun Ordnance QF 2 pdr (6169),2012,,2
2296,Caesar German Soldiers with Tank Riders (H077),2013,46,37
2297,Caesar Counter-Terrorist Elite Forces (H082),2013,43,32
2298,Caesar Dismounted Crusaders (H086),2013,47,42
2299,Caesar Medieval European Knights 13th Century (H087),2013,45,36
2300,Caesar European Medieval Foot Soldiers and Archers (H088),2013,46,36
2301,Caesar German Infantry (CM7711),2012,,16
2302,Caesar German Paratroopers (CM7712),2012,,16
2303,Caesar German Afrikakorps (CM7713),2012,,16
2304,Caesar German Panzergrenadier (Normandy 1944) (CM7716),2012,,16
2305,Caesar German Panzergrenadiers (Camouflage Capes) (CM7717),2012,,16
2306,Mars Polish Infantry (72047),2012,37,48
2307,Mars Lithuanian Medium Cavalry (72058),2012,32,12
2308,Mars Russian Medium Cavalry (72059),2012,38,12
2309,Mars Lithuanian-Russian Light Infantry (72060),2012,33,48
2310,Linear-B Spartacus Uprising Defeat (006),2013,46,52
2311,Linear-B Roman Construction (004),2013,39,56
2312,Linear-B Roman Valetudinarium (005),2013,40,52
2313,Eduard Czech Air Force (7501),2008,,6
2314,Eduard Royal Flying Corps 1917 (7503),2008,45,6
2315,Revell British Paratroopers (Falklands War) (02596),,,
2316,HaT Napoleonic British Heavy Dragoons (8308),2020,32,12
2318,Strelets Norman Army Camp (909),2016,44,76
2319,Strelets Catapult with Roman Crew (A009),2013,25,11
2320,Strelets Ancient Christians (130),2013,46,52
2321,Strelets Turkish Infantry in Summer Uniform (M092),2013,40,48
2322,Mars Spanish Infantry (Later) (72076),2013,,48
2323,Strelets British Line Infantry in Overcoats - 1 (M094),2014,40,52
2324,Strelets Shaab with Crusader Crew (A010),2013,31,12
2325,RedBox British Infantry (72049),2013,45,43
2326,RedBox Highland Infantry (72050),2013,42,43
2327,RedBox Militia and Loyalist Troops (72051),2013,43,43
2328,RedBox Landsknechts Heavy Pikemen (72068),2015,37,24
2329,Mars French Mounted Guards Royal Musketeers (72045),2013,37,12
2330,Mars French Mounted Guards of Cardinal Richelieu (72046),2013,36,12
2331,Mars Lithuanian Tatars Light Cavalry (72055),2013,32,12
2332,Mars Lithuanian Light Cavalry (72056),2013,32,12
2333,Mars Algerian Pirates (72072),2013,34,48
2334,Zvezda German Headquarters (6133),2016,,4
2335,Zvezda Soviet Sniper Team (6193),2014,,4
2336,Strelets Roman Imperial Legion Ranks (M100),2015,,40
2337,Zvezda Soviet Infantry in Winter Uniform (6197),2013,,5
2338,Zvezda German Infantry in Winter Uniform (6198),2013,,5
2339,Zvezda Soviet Ski Troops (6199),2014,,5
2340,Zvezda British Engineers (6219),2014,,4
2341,Zvezda Soviet Machine Gun 'Maxim' with Crew (Winter) (6220),2014,,4
2342,Zvezda British Recon Team (6226),2014,,4
2343,Zvezda British Medical Personnel (6228),2015,,4
2344,Strelets WWII Early American Soldiers (M105),2015,38,52
2345,Strelets Russian Jaegers in Summer Dress (288),2021,48,44
2346,RedBox European Mercenaries Light Horse (72054),2015,41,12
2347,Zvezda Soviet Motorized Infantry (7404),2013,,5
2348,Zvezda U.S. Mechanized Infantry (7407),2013,,5
2349,"Zvezda Soviet Machine Gun NSV 12,7 'Utes' (7411)",2014,,3
2350,Zvezda Soviet SAM SA-18 'Grouse' (7412),2014,,4
2351,Zvezda Soviet Anti-Tank Missile System AT-7 'Saxhorn' (7413),2014,,3
2352,Zvezda US Machine Gun M2 'Browning' (7414),2014,,3
2353,Zvezda American M-47 Dragon Anti-Tank Missile System (7415),2014,,3
2354,Zvezda US SAM FIM-92 'Stinger' (7416),2014,,4
2355,Zvezda Soviet 82mm Mortar with Crew (Winter) (6208),2013,,4
2356,Zvezda German 80mm Mortar with Winter Crew (6209),2013,,4
2357,Zvezda German Machine Gun with Crew (Winter) (6210),2013,,3
2358,Strelets Roman Senate 1 (137),2015,41,36
2359,Plastic Soldier German PaK 38 Anti Tank Gun (WW2G20003),2013,50,24
2360,RedBox WW2 Japanese Kamikaze (72048),2013,50,42
2361,RedBox WW2 Japanese Army Aviation Pilots and Ground Crew (72052),2013,47,42
2362,Mars Polish Field Artillery (72077),2014,37,32
2363,Revell Afrika Korps (02616),,,
2364,Mars Barbarian Pirates (72071),2014,37,48
2365,RedBox WW2 IJN Pilots and Ground Crew (72053),2013,49,42
2366,Italeri Japanese Infantry (6170),1982,,50
2367,GerMan Battle of Gibraltar 1704 (1030),,,
2368,GerMan Catalan Bay Gibraltar Assault (1031),,,
2369,Metch Destroyer Tank Ho-Chi (172135),,,
2370,Metch US Marines on Pacific - Peleilu Mud Trenches (172190),,,
2371,Metch US Navy Fu-Corsair (172191),,,
2372,Zvezda Soviet 122mm Howitzer (6122),2011,,2
2373,Zvezda German Heavy Anti-Aircraft Gun (6158),2011,,4
2374,Zvezda British Bofors 40-mm MkI/II AA-Gun (6170),2013,,4
2375,Mars Polish Pahioki (72074),2013,35,48
2381,Mars Eastern Mercenaries in Winter Dress (72075),2013,37,48
2383,Strelets German Army in Stalingrad (M093),2013,41,48
2384,Mars Late Mycenaean Heavy Infantry (72085),2013,32,30
2385,Mars Polish Field Artillery (72063),2013,44,16
2388,Valiant British 6 pounder Anti-Tank Gun and Crew (VM009),2013,46,8
2391,Strelets Polish Peoples Army (M095),2014,41,52
2392,Strelets Finnish Army 1944 (M096),2014,42,52
2393,Strelets British Line Infantry in Overcoats 2 (M097),2015,41,48
2394,Strelets American Militia in Winter Dress 1812 (M098),2015,44,48
2397,Waterloo 1815 Cromwell's Cavalry (033),2014,33,12
2398,Mars Imperial Mercenary Infantry in Summer Dress (72048),2013,35,48
2399,Mars Imperial Mercenary Infantry in Winter Dress (72049),2013,37,48
2400,Mars Lithuanian-Russian Medium Infantry (72061),2013,39,48
2401,Mars Polish Infantry (Early) (72073),2013,41,48
2402,Waterloo 1815 Highland Infantry 1815 in Square (039),2014,45,41
2403,RedBox Stradioti Set 1 (72074),2015,38,12
2404,RedBox Jinetes Set 2 (72077),2015,38,12
2408,First To Fight Polish Infantry (PL1939-019),2014,40,24
2409,Linear-B Age of Tudors (012),2013,48,64
2410,Zvezda Russian Dragoons Command (6817),2015,,3
2411,Zvezda French Dragoons Command (6818),2015,,3
2412,Plastic Soldier US Infantry Heavy Weapons (WW2020007),2014,42,57
2413,Revell British 8th Army (02617),,,
2414,Revell German Pak 40 & Soldiers (02531),2007,,12
2415,RedBox Turkish Artillery (72066),2014,45,16
2416,RedBox Landsknechts Heavy Infantry (72063),2015,38,32
2417,RedBox Turkish Artillery (72067),2014,45,16
2418,RedBox Landsknechts Artillery (72064),2015,41,16
2419,Ykreol Samurai Warriors (YK22),,,32
2420,Linear-B Roman Slave Market (076),2014,39,56
2421,Linear-B Roman Peasantry (077),2014,38,40
2422,Mars Polish 'Lisovchiki' (72079),2014,35,12
2423,Mars Lithuanian Tartars (72080),2014,33,12
2424,Mars Early Mycenaean Infantry (72086),2014,31,30
2425,Mars Late Mycenaean Light Infantry (72087),2014,31,40
2426,Valiant German Paratroop Heavy Weapons (VM010),2014,45,11
2427,Strelets Russian Army Sledge Train 1 (135),2015,44,13
2428,Strelets Russian Army Sledge Train 2 (136),2015,,13
2429,Strelets WWI 9.2-inch British Siege Howitzer MK I (A012),2015,39,10
2430,Strelets WWI 21 cm MRS 10 German Heavy Howitzer (A013),2015,38,10
2431,Orion Soviet Tankmen and Crew (72046),2014,45,39
2432,Strelets Bavarian Cuirassiers (258),2022,47,12
2433,Waterloo 1815 WWII Italian Infantry (Campaign Dress) (040),2016,47,42
2434,Waterloo 1815 Royal Italian Air Force Pilots and Crew (055),2016,44,16
2435,Waterloo 1815 British Heavy Dragoons (053),2015,46,12
2436,Waterloo 1815 French Line Lancers (054),2015,47,18
2437,Ultima Ratio Mujahidins Taliban al-Qaeda (UR001),2014,44,39
2442,Mars Wallachian Infantry (72081),2014,,48
2443,Mars Sea Peoples (72088),2014,32,40
2444,Mars Achaeans (72089),2014,28,40
2445,RedBox Landsknechts (Sword/Arquebus) (72057),2014,36,34
2446,RedBox Landsknechts (Pikemen) (72058),2014,40,20
2447,RedBox Landsknechts (Halberdiers) (72059),2014,43,20
2448,RedBox Swiss Infantry (Sword/Arquebus) (72060),2014,36,34
2449,RedBox Swiss Pikemen (72061),2014,40,20
2450,RedBox Swiss Halberdiers (72062),2014,43,20
2451,RedBox European Mounted Men-at-Arms (72047),2016,38,12
2452,HaT WWI Italian Arditi (8221),2021,27,48
2453,HaT WWI Italian Heavy Weapons (8222),2021,38,32
2454,HaT WWI Italian Infantry (8223),2021,37,48
2455,HaT Prussian Landwehr Action (8310),2018,39,56
2456,Strelets Austrian Grenadiers Winter Standing Shoulder Arms (206),2019,41,45
2458,Linear-A Roman Army of Maximinus Thrax (1): Infantry (069),2024,47,40
2459,Linear-A Legions of Gnaeus Pompeius Magnus (Set 1) (065),2025,45,20
2460,Linear-A Roman Legion of Antonius in Egyptian Service (066),2024,42,41
2461,Strelets French Guards Chasseurs (277),2021,46,15
2462,Caesar German Infantry Tank Riders Winter Set 2 (H079),2016,48,34
2463,Strelets Austrian Uhlans (275),2021,46,14
2464,First To Fight German Infantry 1939 (PL1939-016),2014,38,24
2465,Linear-B Mithridatic Heavy Infantry (078),2015,39,36
2466,Plastic Soldier German Stowage and Tank Commanders (WW2V20021),2015,49,45
2467,Mars Buccaneers (72082),2015,37,48
2468,Preiser German Zundapp Motorcycles with Riders (72538),2016,48,5
2469,Preiser Zundapp Motorcycles with Crews Pushing (72539),2016,45,4
2470,Linear-A The Silk Road in Ancient Times (008),2018,46,28
2471,Strelets Stamford Bridge (911),2016,43,158
2472,Strelets Hastings 1066: Norman Army (910),2016,47,126
2473,Strelets Hastings 1066: Anglo-Saxon Army (912),2016,37,158
2474,Strelets Bashi-Bazouks (M054),2018,43,52
2475,Strelets 8th Army Australian Heavy Weapons Squad (M156),2021,39,36
2476,Strelets English Longbowmen (M117),2016,47,56
2477,Strelets English Men-At-Arms 13th-14th Century (M118),2016,45,52
2478,Mars Turkish Eyalet Infantry (72097),2016,31,48
2479,RedBox Osman Sipahi Set 1 (72094),2016,39,12
2480,Mars Swedish Dragoons (Set 2) (72095),2016,24,12
2481,Mars Imperial Dragoons (72096),2016,25,12
2482,RedBox Osman Sipahi Set 2 (72095),2016,36,12
2483,Panzer vs Tanks Israeli IDF Advance Set (Mitznefet) (022),2015,50,12
2484,Panzer vs Tanks Roman Legion Testudo (001),,,
2485,RedBox Ukrainian Cossack Cavalry Set 1 (72125),2019,41,12
2486,Panzer vs Tanks German Ground Crew Set 1 (003),2015,50,30
2487,RedBox Ukrainian Cossack Cavalry Set 2 (72126),2019,39,12
2488,Panzer vs Tanks US Navy Sailors Combat Set 2 (005),2016,50,30
2489,Orion Local Communist Force (72056),2019,33,52
2490,Linear-A Hannibal Crosses the Alps Set 3 (Elephants) (016),2020,47,10
2491,Orion Turkish Cavalry (Deli) (72055),2019,45,12
2492,RedBox Russian Line Infantry (72131),2019,45,34
2493,RedBox Russian Grenadiers (72130),2019,42,34
2494,RedBox Russian Light Infantry (72132),2019,44,36
2495,Panzer vs Tanks German U-Boat Crew Set 1 (012),2016,50,30
2496,Panzer vs Tanks German U-Boat Crew Set 2 (013),2016,50,30
2497,Orion German Anti-Resistance Troops (72054),2019,38,48
2498,Linear-A Napoleonic French Engineers (024),2026,46,20
2499,Linear-A Hannibal Makes a Triumphal Entry in Italy (023),2020,46,24
2500,Linear-A Roman Legion Set 2 (018),2021,44,48
2501,Linear-A Battle of Cunaxa Set 2 (019),2021,37,48
2502,Strelets Highlanders Standing Shoulder Arms (199),2019,47,45
2503,Linear-A The Minoans (020),2021,41,48
2504,HaT WWI Italian Sampler (8331),2021,,32
2505,Strelets Spanish Pro-Bourbon Infantry (263),2025,46,52
2506,Mars German Panzerjägers (72128),2022,44,40
2507,Mars British Commonwealth Troops (72127),2022,42,40
2508,Strelets WWI French Infantry in Summer Dress (M134),2019,40,52
2509,Panzer vs Tanks Israel IDF Patrol Set 5 (027),2015,50,12
2511,Valiant German Infantry 42-44 (FT001),2018,43,21
2514,Linear-A Roman Legion Set 1 (017),2020,44,48
2515,Linear-A German Warriors Set 1 (009),2018,41,48
2516,RedBox Scottish Heavy Cavalry (72056),2016,44,12
2517,RedBox Spanish Infantry (Set 1) (72096),2016,48,40
2518,RedBox Italian Infantry (Set 1) (72099),2016,46,40
2519,RedBox Scottish Light Cavalry (72108),2016,43,12
2520,Caesar Chinese Han Dynasty Troopers (H043),2016,48,37
2521,Strelets Indian Troops (M119),2016,39,56
2525,Strelets Rif Rebellion (191),2019,39,14
2526,Strelets Mounted Rif Rebels (190),2019,27,12
2527,Strelets Pom-Pom Gun with Scottish Crew (189),2019,35,24
2528,Strelets Prussian Hussars (155),2020,46,15
2529,Valiant German 81mm Mortar and Tripod MG42 (FT002),2018,49,13
2530,Linear-A Hannibal Crosses the Alps Set 2 (013),2020,41,12
2531,Strelets French Foreign Legion Desert Patrol (192),2019,38,14
2532,First To Fight 37mm Anti-Tank Gun with Uhlan Crew (PL1939-069),2019,41,8
2533,Strelets Highlanders on the March (140),2016,47,44
2534,Strelets Polish Infantry on the March (142),2016,48,44
2535,Strelets Pom-Pom Gun with Boer Crew (188),2019,41,20
2536,Strelets Bavarian Infantry Firing Line (273),2023,45,43
2537,Orion WWII USA Tank Crew Winter Dress (72050),2019,41,48
2538,Strelets French Foreign Legion WWII (187),2018,45,46
2539,Strelets French Foreign Legion Early XX C. (186),2018,43,46
2540,Strelets Foot Rif Rebels (185),2018,35,44
2541,Mars German Naval Troops (72112),2018,35,40
2542,Waterloo 1815 WWI Italian Cavalry (042),2020,43,10
2543,Strelets Highlanders in Attack (146),2017,46,43
2544,Strelets IJA Paratroopers (M120),2017,40,52
2545,Mars Osman Siege Artillery (Mortar) (72098),2016,34,24
2546,Mars Sobieski's Polish Infantry (72099),2016,29,48
2547,Strelets Japanese Type 96 with Crew (139),2017,47,20
2548,Billy V American Western Settlers + Conestoga Wagon (682),,,
2549,Strelets Confederate Troops on the March (147),2017,43,48
2550,Strelets US Infantry on the March (149),2017,43,48
2551,Strelets US Troops in Attack (150),2017,44,47
2552,Strelets US Cavalry Skirmishing (151),2017,44,28
2553,Strelets Imperial Japanese Army Heavy Weapons Team (M121),2017,39,40
2554,Strelets Turkish Infantry in Tropical Uniform (M122),2017,43,52
2555,Strelets Imperial Camel Corps Dismounted (M123),2018,46,52
2556,Revell Austrian Dragoons & Prussian Hussars (02453),,,
2557,Revell Austrian & Prussian Infantry (02452),,,
2558,Waterloo 1815 Napoleonic French Foot Dragoons (041),2017,47,52
2559,Strelets US Infantry in Attack 2 (153),2017,45,47
2560,HaT Austrians Marching (8322),2019,43,48
2561,HaT Austrians Action (8323),2019,39,48
2562,HaT Austrians Command (8324),2019,44,36
2563,Linear-A Legions of Marcus Licinius Crassus (Set 1) (067),2025,47,20
2564,Ultima Ratio Gladiators Retiarius Provokator (UR020),2023,40,24
2565,Linear-A Imperial Roman Standards & Standard Bearers (2) (070),2024,49,40
2566,RedBox Spanish Infantry (Set 2) (72097),2017,38,40
2567,RedBox Spanish Infantry (Set 3 - Pike) (72098),2017,37,24
2568,RedBox Italian Infantry (Set 2) (72100),2017,38,40
2569,RedBox Italian Infantry (Set 3 - Pike) (72101),2017,36,24
2570,RedBox Burgundian Infantry and Knights (Set 1) (72109),2017,40,32
2571,RedBox Burgundian Infantry and Knights (Set 2) (72110),2017,41,32
2572,Ultima Ratio Imperial Japanese Army Paratroopers (UR005),2017,42,33
2573,Ultima Ratio Chindits (UR006),2017,42,33
2574,Ultima Ratio Swiss Infantry (Uri) (UR007),2017,38,24
2575,Ultima Ratio Swiss Infantry (Bern) (UR008),2017,41,24
2576,Mars Burgundian Field Artillery (72067),2017,31,24
2577,Mars Swedish Leather Guns (72100),2017,29,24
2578,Mars Turkish Heavy Artillery (72101),2017,27,18
2579,Strelets Imperial Japanese Army in Attack (M128),2017,41,52
2580,Strelets WWII Indian Infantry Heavy Weapons (M129),2017,44,40
2581,Strelets Arab Revolt Foot Rebels (M127),2017,39,52
2582,Zvezda Soviet Headquarters in Winter Uniform (6231),2017,,4
2583,Strelets Serbian Infantry in Winter Uniform (M126),2017,40,52
2584,Strelets Pickett's Charge 2 (152),2017,42,46
2585,Strelets British Infantry Standing at Ease (162),2017,45,40
2586,RedBox Spanish Sailors Set 1 (72102),2017,46,40
2587,RedBox Spanish Sailors In Battle Set 2 (72103),2017,45,36
2588,RedBox Spanish Sailors Artillery Set 3 (72104),2017,46,28
2589,RedBox Italian Sailors Set 1 (72105),2017,36,36
2590,RedBox Italian Sailors Set 2 (72106),2017,38,40
2591,RedBox Italian Sailors in Battle Set 3 (72107),2017,43,36
2592,Linear-A Hannibal Crosses the Alps Set 1 (011),2018,43,50
2593,Caesar WWII German Winter Unit with Pak 36 / Servants (H097),2017,45,25
2594,Caesar WWII German Fallschirmjager Heavy Weapons (H098),2017,50,19
2595,Caesar WWII German Panzer Crews (Set 2 Winter/Greatcoat) (HB05),2017,50,25
2596,Strelets US Infantry Standing (157),2017,46,48
2597,Strelets WWI Polish Infantry (Blue Army) (M130),2017,45,52
2598,Strelets Creusot Long Tom 155mm Gun with Boer Crew (A014),2018,41,10
2599,Strelets 105mm Cannon Schneider 1913 (A015),2019,47,10
2600,Strelets Highlanders Standing at Ease (163),2017,46,40
2601,Mars Austrian Infantry (Late 17th Century) (72102),2017,36,48
2602,Mars Turkish Infantry (Tufekei) (72104),2017,37,48
2603,Zvezda German Headquarters in Winter Uniform (6232),2017,,4
2604,Strelets Red Cavalry in Summer Dress (164),2017,43,14
2605,Strelets British Camel Corps (165),2018,43,13
2606,Mars Turkish Field Artillery (72103),2017,34,24
2607,Mars Turkish Headquarters (72105),2017,32,41
2608,Strelets Australian Dismounted Camel Corps (M131),2018,44,52
2609,Strelets Australian Camel Corps (166),2018,41,14
2610,Strelets Turkish Camel Corps (167),2018,,13
2611,Strelets Arab Uprising (172),2018,40,14
2612,HaT Napoleonic Naval Cannon and Crew (8311),2004,,80
2613,HaT British Marines and Fighting Sailors (8325),2004,,80
2614,Strelets 8th Army Heavy Weapons Squad (M132),2018,46,45
2615,Hasegawa Japanese Navy Airmen Set (35116),2018,50,16
2616,Ultima Ratio Guards of Cardinal Richelieu (UR012),2018,43,24
2617,Ultima Ratio Musketeers of the King of France (UR011),2018,48,24
2618,Ultima Ratio Italian Militiamen 1260-1392 (UR010),2018,42,24
2619,Ultima Ratio Medieval Gunpowder Castle Artillery (UR009),2018,42,24
2620,Strelets French Line Infantry on the March 1 (173),2019,38,44
2621,Strelets Confederate Skirmishing (158),2018,43,49
2622,Strelets sPzB41 AT Gun with DAK Crew (M158),2021,37,32
2623,Strelets Landwehr on the March (168),2018,47,44
2624,Strelets Landwehr Standing at Ease (169),2018,47,47
2625,Strelets Old Guard Standing at Ease (170),2018,44,44
2626,Strelets Old Guard at Attention (171),2018,40,44
2627,Zvezda German Anti-Tank Rifle Team (6216),2018,,4
2628,Zvezda German Sniper Team (6217),2018,,4
2629,Waterloo 1815 WWI Italian Infantry Set 2 (043),2018,44,51
2630,Waterloo 1815 WWI Italian Elite Troops (Arditi) (044),,,
2631,HaT Unmarried Zulu Warriors (8316),2018,39,60
2632,Italeri British Infantry/Sepoys (6187),1986,,50
2633,Italeri British 11th Hussars (6188),1985,,12
2634,Italeri WWII Free French Infantry (6189),1982,,49
2635,Italeri Warsaw Pact Troops (1980s) (6190),1989,,48
2636,Italeri NATO Troops (1980s) (6191),1989,,48
2637,RedBox Moscow Infantry (Ratniki) Set 1 (72111),2018,45,28
2638,RedBox Moscow Infantry (Ratniki) Set 2 (72112),2018,43,40
2639,RedBox Moscow Infantry (Pishalniki) (72113),2018,47,48
2640,RedBox Ukrainian Cossack (Infantry) Set 1 (72114),2018,46,28
2641,RedBox Ukrainian Cossack (Infantry) Set 2 (72115),2018,44,40
2642,RedBox Ukrainian Cossack (Infantry) Set 3 (72116),2018,48,48
2643,Mars German Elite Division (Normandy 1944-45) (72106),2018,29,40
2644,Mars Imperial Japanese Infantry WWII (72107),2018,35,40
2645,Strelets Prussian Line Infantry on the March (174),2018,48,44
2646,RedBox Russian Guard Infantry (72129),2019,41,34
2647,Caesar Mid-East Militia (Iraq & Syria) (H101),2018,46,33
2648,Caesar Modern Western Tank Crews Set 1 (Germany & Israel) (H102),2018,,32
2649,Caesar Modern US Army Tank Crews and Armored Force (H103),2018,48,34
2650,Caesar WWII German Tank Riders (Camouflage Suit) (H099),2018,48,33
2651,Strelets Austrian Cuirassiers (257),2022,44,12
2652,Mars German Panzergrenadiers (72108),2018,32,40
2653,Strelets Japanese Type 38 75mm Field Gun (176),2018,42,21
2654,RedBox Chinese Light Cavalry (72117),2018,36,12
2655,RedBox Chinese Medium Cavalry (72118),2018,42,12
2656,RedBox Chinese Heavy Cavalry (72119),2018,39,12
2657,RedBox Korean Light Cavalry (72120),2018,,12
2658,RedBox Korean Heavy Cavalry Set 1 (72121),2018,,12
2659,RedBox Korean Heavy Cavalry Set 2 (72122),2018,,12
2660,RedBox Korean Guerrilla Cavalry (72123),2018,,12
2661,RedBox Burgundian Crossbowmen (72124),2018,36,32
2662,First To Fight Polish Artillery (PL1939-055),2018,37,16
2663,First To Fight German Artillery (PL1939-056),2018,36,14
2664,Linear-A Germanic Warriors Set 2 (Command) (010),2019,44,40
2665,Linear-A Battle of Cunaxa Set 1 (015),2018,40,37
2666,Linear-A The Etruscans Set 1 (014),2018,43,34
2667,Strelets Union Infantry Firing (159),2018,46,47
2668,Strelets Pickett's Charge 3 (178),2018,38,40
2669,Strelets US Infantry in Attack 3 (179),2018,44,39
2670,Strelets French Line Infantry Standing at Attention (184),2018,42,44
2671,HaT Napoleonic French in Greatcoats (8234),2018,38,20
2672,Mars Imperial Japanese Paratroopers (72109),2018,32,40
2673,Mars Luftwaffe Field Division (72110),2019,39,40
2674,Mars German Elite Infantry (Winter Dress) (72111),2018,39,40
2675,First To Fight Polish Motorised Artillery Crew (PL1939-057),2018,44,16
2676,Strelets British 15 pdr 7 cwt BL Gun (177),2018,45,21
2677,Strelets Prussian Infantry Standing Shoulder Arms (180),2019,46,45
2678,Strelets Old Guard on the March (181),2019,43,44
2679,Strelets 30 pdr Parrott Rifle with US Crew (182),2018,31,21
2680,Strelets 12 pdr Whitworth Rifle with Confederate Crew (183),2018,40,21
2681,Strelets Cannone da 105/28 Schneider Ansaldo (A016),2019,47,10
2682,Strelets British Infantry Standing Shoulder Arms (202),2019,48,45
2683,HaT Napoleonic Austrian Infantry Marching (8326),2020,43,48
2684,HaT Napoleonic Austrian Infantry Action (8327),2020,35,48
2685,HaT Napoleonic Austrian Infantry Command (8328),2020,45,36
2686,HaT American Civil War Marching (1) (8319),2020,47,48
2687,HaT American Civil War Command (8320),2020,45,36
